IMAGE_FILE,DESCRIPTION,AUTHOR
33382-05newtes.jpg,"Catalogue number: Bredius 423.This painting is a typical small-scale work of [PAINTER]'s Leiden period. The fact that the painting was not given a more specific title does not mean that [PAINTER] had no specific subject in mind. Assuming that he intended the painting to be more than merely a genre scene, the most likely explanation is that it represents St Peter and St Paul in conversation. There were several earlier representations of this theme in art which show the two apostles as bearded scholars seated",REMBRANDT Harmenszoon van Rijn
10107-12virgin.jpg,This painting shows several characteritics untypical of [PAINTER]. It could be assumed that the panel is a free re-creation by [PAINTER] of a model from the school of Perugino,"CRANACH, Lucas the Elder"
39386-33stroch.jpg,"The two saints, St Roch and St Sebastian, placed on the wall opposite to the altar are highlighted by the intensity of the light and the three-dimensional chromatic and luministic tones",TINTORETTO
33641-24sp1669.jpg,"Catalogue number: Bredius 62.This is the last self-portrait of the artist, dating from the year of his death. The expressive freedom of style shows that [PAINTER] was certainly not exhausted at the end of his life. The way he painted the face with strong brushstrokes is remarkable",REMBRANDT Harmenszoon van Rijn
39373-27appari.jpg,"This large altarpiece on the altar wall of the Sala Superiore was executed with the help of assistants. In particular the hand of [PAINTER]'s son, Domenico Robusti, can be recognized at the upper part of the painting where St Roch looms among the clouds over his worshippers",TINTORETTO
35379-13religi.jpg,"After Sebastian had survived execution by bowmen and protested publicly against the persecution of the Christians, the Roman Emperor had him slain. The miraculous deliverance of the saint, transfixed by arrows, was regarded even in early times as a parallel to the resurrection of Christ. The figure of the martyr as portrayed by [PAINTER] is also intended to recall the Crucifixion. Bound to a tree, his eyes turned upwards to heaven, he seems only slightly affected by the bleeding wounds. The way in which the bo","RUBENS, Peter Paul"
42865-4brera.jpg,"Veronese's biographer Ridolfi dates this painting to 1570. Until 1817, it hung in the dining room of the Jeronymite monastery of San Sebastiano in Venice. Weaknesses in the depiction of individual heads result from the involvement of assistants","VERONESE, Paolo"
39251-06adult.jpg,This version of the subject was executed by the workshop of [PAINTER],TINTORETTO
33523-37portra.jpg,"Catalogue number: Bredius 173.This painting is a record of the meeting between two of the most remarkable figures in Dutch history: the elderly and combative Remonstrant preacher Johannes Wtenbogaert (1557-1644), whose fame must have been at its height at that time, and the up-and-coming Rembrandt van Rijn, who stood on the threshold of celebrity.Wtenbogaert was also portrayed by Michiel Janszoon van Miereveld and Jacob Adriaenszoon Backer.",REMBRANDT Harmenszoon van Rijn
39632-4magdale.jpg,"In this painting, commissioned by Federico Maria della Rovere, [PAINTER]'s main objective was the depiction of feminine beauty. The sensuous quality of this saint, which is emphasized rather than subdued by the long, shining hair that fails to cover her bare breasts, was almost certainly the main reason why this type of painting was so successful, for countless copies and variants were produced by the [PAINTER] workshop",TIZIANO Vecellio
39243-02creati.jpg,"One of the major achievements of [PAINTER]'s early works is the series of canvases painted in about 1550 for the Sala dell'Albergo of the Scuola della Santissima Trinitá. And of these the Creation of the animals is certainly unique for the swirling rhythm of the composition. In a blaze of golden light, which does not entirely escape the darkness still partly enveloping the newly created earth God the Father is portrayed as if suspended in mid-air in the act of creation. The animals rush forward from behind",TINTORETTO
33503-08portra.jpg,"Catalogue number: Bredius 333.[PAINTER] depicted more frequently the members of Saskia's family than his own relatives. This sixty-two-year-old woman in a white cap was identified as Aeltje Pietersdr. Uylenburgh (c. 1570-1644), Saskia's older cousin, wife of Jan Cornelisz. Sylvius. [PAINTER] also portrayed the husband in two etchings",REMBRANDT Harmenszoon van Rijn
10328-10duke.jpg,"Georg the Bearded (1471-1539) was duke of Saxony from 1500 to 1539. His father was Albert the Brave of Saxony, founder of the Albertine line of the Wettin family. As early as 1488, Georg was regent of the ducal possessions, which included the Margraviate of Meissen with the cities of Dresden and Leipzig","CRANACH, Lucas the Elder"
16504-10stefan.jpg,"The triptych consists of three panels (Crucifixion of St Peter, Christ Enthroned, Beheading of St Paul) and a predella showing the Virgin on a throne holding the Christ Child and flanked by the Apostles. The back of the altarpiece is also painted, St James and St Paul, St Peter Enthroned, St Andrew and St John the Evangelist are represented on the three panels.The golden background and the rich coloring of the very delicate painting allow the side showing Christ to shine with particular splendor. Christ, de",GIOTTO di Bondone
16031-franc10.jpg,"This is the tenth of the twenty-eight scenes (twenty-five of which were painted by [PAINTER]) of the Legend of Saint Francis.During the civil war in Arezzo, St. Francis saw demons over the city. He called upon a brother of his order, Sylvester, to drive them out. The picture area is dominated by the architecture of the city, which is divided from the rest of the world by a crack in the earth, and by the towering church building. [PAINTER] portrays the saint deep in prayer in front of the latter. His strength seem",GIOTTO di Bondone
17252-auvers12.jpg,"Catalogue numbers: F 755, JH 1999.Paul Gachet, a doctor specialising in nervous disorders, looked after the sick van Gogh during the last few weeks of his life. Dr. Gachet lived on a hill with his children in a house surrounded by high walls.It is clear from [PAINTER] large-scale painting of the garden that it gave the impression of a secure environment. The garden is densely overgrown with trees and plants. Towering, dark trees enclose the plot of land, permitting only the occasional glimpse of a neighbou","GOGH, Vincent van"
18232-0502grec.jpg,"In August 1577 [PAINTER] was formally engaged by Diego de Castilla (1510/15-1584), dean of Toledo Cathedral, to paint three altarpieces for the Cistercian convent of Santo Domingo el Antiguo. The two side altars were to be decorated with The Adoration of the Shepherds (now in private collection) and The Resurrection (still in situ), while the main altar received an enormous, multi-tiered altarpiece with six canvases that had as its focus The Assumption of the Virgin (signed and dated 1577, now in the Art Ins","GRECO, El"
16082-joachi6.jpg,"In the last fresco of the upper register the composition is concentrated on the encounter between Joachim and Anne: Joachim is accompanied by a shepherd, who is partly cut off in the fresco. On the one hand, [PAINTER] uses this completely new device in painting to create the impression that the succession of pictures, intersected by the framework, would unfold before our eyes in one continuous procession. On the other hand, a figure cut short in such a manner increases the dynamics within the picture field and",GIOTTO di Bondone
32774-08portra.jpg,"Both the identity of the sitter and the authorship of the painting are still matters of debate. The attribution to [PAINTER] is supported by the majority of contemporary scholars. As for the subject, the Italian painter Perugino and the German reformer Martin Luther are mentioned as possible identification",RAFFAELLO Sanzio
17146-arles68.jpg,"Catalogue numbers: F 519, JH 1687.After mutilating himself by with a knife, [PAINTER] was hospitalised. Weeks of detention here led to the choice of the subjects of two paintings, The Courtyard of the Hospital at Arles (F 519) and the Ward in the Hospital in Arles (F 646). These paintings express the trials and sorrows of isolation","GOGH, Vincent van"
39580-13tribut.jpg,"""Render therefore unto Caesar the things that are Caesar's, and unto God the things that are God's"" (Matt. 22:21) was a fundamental text for relations between Church and State, and sound advice for the patron Alfonso d'Este, who owed allegiance to both the Pope and the Holy Roman Emperor",TIZIANO Vecellio
43004-01canoss.jpg,"Long recorded as the portrait of an unknown woman, in 1648 the painting was in the possession of the Bevilacqua, who were related to the Canossa. It is one of the earliest of a series of patrician portraits, and documents the growing reputation of the young Veronese, who was the protege of the Verona-based architect Michele Sanmicheli. Isabella became a widow in 1541. Her appearance and conspicuously plain dress testify to her position in life, and express the young painter's ability to empathize with his s","VERONESE, Paolo"
10254-2golden1.jpg,"This painting can be considered as an illustration to the Greek poet Hesiod's poem ""Works and Days"", commonly known as The Golden Age. In the time of the Golden Age people lived in eternal peace, having no troubles or cares and did not even need to cultivate the earth since Nature itself provided all the food they could want.The figures in the painting correspond to [PAINTER]'s ideal nude figures, they are arranged across the panel in various animated and gesturing poses so that almost every bodily aspect is ","CRANACH, Lucas the Elder"
10194-adamev05.jpg,"To the rigorous, perfectly Renaissance Dürer, troubled by the question of the proportions of the human body, [PAINTER], in his nudes, responds by freeing himself from every rule and from any observation of anatomical accuracy. His figures are elongated out of all proportion, seem boneless and are shown in affected, theatrical poses. The naked bodies, ivory-coloured against a dark background, emanate a totally cold, intellectual eroticism. The effect is accentuated in this work, for example, by the malicious g","CRANACH, Lucas the Elder"
10114-19virgin.jpg,"The figure kneeling in front of the apparition of the Virgin is the donor, Hieronymus Rudelauf (c. 1450-1523). He is accompanied by the family coat of arms. Rudelauf was one of the first students to matriculate in 1502-03 at the newly founded University of Wittenberg.This panel, incorporating [PAINTER]'s formal properties, was executed in [PAINTER]'s workshop by an assistant","CRANACH, Lucas the Elder"
32751-00creati.jpg,"This processional banner, significant for its very early date yet disappointing for its ruinous condition, gives some idea of [PAINTER]'s starting point. The banner, the front of which displays the tripartite deity flanked by Sts Sebastian and Roch, was commissioned in the town of Citt&#224; di Castello by the Confraternity of the Holy Trinity. In the first half of the seventeenth century the two sides of the banner were separated. What had been the back view shows the Creator removing one of Adam's ribs, fro",RAFFAELLO Sanzio
39422-1lastsu2.jpg,"The communion, openly, is in both species. The traitor, a purse hanging from his belt, performs an act of charity. The donor-viewer is seriously puzzled.AMbiguity and disguise inform this, the most complex of [PAINTER]'s Last Suppers",TINTORETTO
35534-05allego.jpg,"At the demand of Charles I of England, who knighted him, he painted the Banqueting House ceiling with a sequence of compositions to the glory of James I. He also painted an Allegory of Peace for Charles. It was the pictorial equivalent of the letter he had sent to Peiresc: ""I hope that his Holiness and the King of England, but above all the Good Lord Himself will intervene to smother the flames, which currently threaten to spread across and devastate the whole of Europe.","RUBENS, Peter Paul"
33653-02misc.jpg,"Catalogue number: Bredius 420.The painting, known as The Money-Changer, is also interpreted as the allegory of miserliness.[PAINTER]'s work is imbued with certain qualities we can call Caravaggesque even if they are not directly derived from the Italian master's work. The highly conscious use of dark and light in constructing compositions is considered part of Caravaggio's legacy. This method was known to [PAINTER] through the mediation of Utrecht painters like Gerrit van Honthorst, who brought stylistic Ca",REMBRANDT Harmenszoon van Rijn
39433-3senate.jpg,"The picture shows the view toward the throne in the Hall of the Senate. Above the throne [PAINTER]'s The Dead Christ Adored by Doges Pietro Lando and Marcantonio Trevisan can be seen. In the centre of the ceiling decoration is the Triumph of Venice by [PAINTER] and his son, Domenico Robusti",TINTORETTO
18421-2102grec.jpg,"Endowed with an unsurpassed classical education, Jerome (c. 342-420) became an outstanding biblical scholar as well as the translator of the Bible into Latin (the Vulgate). During the Renaissance, paintings showing him either in his study or performing acts of penance in the wilderness adorned the walls of the homes of many humanists and scholars. [PAINTER] painted both types.In this painting [PAINTER] represented the scholar-cardinal standing behind his desk, marking his place with his thumb as he looks up, ","GRECO, El"
39672-11madonc.jpg,"Titian painted this devotional image (called the Albertini Madonna) with the help of one or two of his numerous assistants called in to satisfy the constant demand for pictures of private devotion. Evaluation of the work is made more difficult by the fact that the paint is in bad condition, with traces of earlier repainting.Numerous reproductions attest to the great popularity of the painting",TIZIANO Vecellio
39814-12selfpo.jpg,"This painting has been given a variety of dates ranging from the early 1550s to the 1560s. The manner in which the white is applied as a thick mass of paint in irregular and occasionally very large sections is reminiscent of [PAINTER]'s style in about 1560, but the painting was not completed. There is only a suggestion of where his left hand is. It is interesting that he omitted any reference to his occupation. The only biographical allusion is the golden chain, the sign of his knighthood.Comparing this painti",TIZIANO Vecellio
39642-6annunci.jpg,"The angel in from the left, the hand raised in the gesture of the annunciation. Under the classical portico the Virgin seems almost belittled behind the wooden lectern, in a pose of resigned submission to the will of God. The intimate character of the apparition is underlined by the presence of everyday objects and animals: the quail, the fruit placed on the steps of the lectern, the half-open work basket.This painting was originally placed over one of the arches of the landing of the main staircase which j",TIZIANO Vecellio
39614-4david.jpg,"[PAINTER] executed three ceiling paintings (Sacrifice of Isaac; Cain and Abel; David and Goliath) for the ceiling of the church Santo Spirito in Isola (now they are in the sacristy of Santa Maria della Salute in Venice). These paintings are characterized by the spiraling movement of the figures, the counterpoised poses and the strong intersecting diagonals. In these canvases we see [PAINTER]'s Mannerism at its height.[PAINTER] uses a very unusual iconography in this painting. David prays after defeating the Philisti",TIZIANO Vecellio
42975-1honour.jpg,"This tondo belongs to a series of 21 such circular pictures adorning the ceiling of the great room of the Libreria Vecchia.Even Vasari, who interpreted the ruler on the throne as the personification of Honour, got no further in 1568 than a mere description of this enigmatic scene. The rulers throne is decorated on each side by small, carved figures. The one on his left holds a sceptre, the tip of which forms an eye. Various figures present themselves in front of the throne, including a woman with a child (C","VERONESE, Paolo"
32882-1tondo3.jpg,"Theology's veil is white, her cloak green, and her dress red, the colours of the theological Virtues (Faith, Hope, and Charity). She is holding a book in her left hand and is pointing with her right hand at the fresco of the Disputa below. Two putti are holding blue tablets with the golden inscriptions Divinar, Rer and Notitia (""Knowledge of Divine Things"")",RAFFAELLO Sanzio
35613-15landsc.jpg,"In his last years Rubens spent the summer months in his country residence, Het Steen, at Elewijt, between Mechelen and Brussels, which he had acquired in August of 1634. There he painted the largest and most luminous landscapes of his entire career; Landscape with Rainbow and Tournament in front of Castle Steen, the latter featuring a wholly imaginary joust. They show us complementary views of a countryside pullulating with human, animal and plant life. They are odes in paint to the natural order of creatio","RUBENS, Peter Paul"
18300-1014grec.jpg,"Likenesses have a special place in [PAINTER] work. Although he was primarily interested in painting religious subjects for ecclesiastical commissions, he also produced some outstandings portraits, often inserting them into his religious compositions, as for example in the famous ""Burial of Count Orgaz"" in Toledo. His formal portraits and studies from life are characterized by an element of drama and a penetrating insight into the character of the sitter. He was not interested in depicting the background, n","GRECO, El"
10134-14religi.jpg,"The Virgin has settled down to rest in a meadow on the edge of a forest. Supported by her, the child Jesus reaches out for the strawberries which an angel is offering him. Another angel is drawing water from a spring, a third is bringing a bird, while others sit in the grass and make music. Joseph, holding his hat and staff, stands, as if on guard, behind the group.The representation of the Holy Family, who have interrupted their journey in a fresh summer landscape, has always been treated as a romantic the","CRANACH, Lucas the Elder"
33620-08sp1631.jpg,"Catalogue number: Bredius 16.This is the last of some forty self-portraits, both etchings and paintings, which [PAINTER] produced in his hometown. It is the only painted image depicting the artist full-length. The exotic dress and the spacious setting indicate that the painting was not intended as a self-portrait as such but rather as a portrait historié. In earlier paintings [PAINTER] had chosen similar costumes for biblical characters in Old Testament and New Testament scenes",REMBRANDT Harmenszoon van Rijn
32754-02baron0.jpg,"[PAINTER] became a significant presence in Citt&#224; di Castello in the first years of the sixteenth century. He produced three important altarpieces for different churches in the city. The first of these is the Coronation of St Nicholas of Tolentino painted for the church of Sant'Agostino. Damaged during an earthquake in the eighteenth century, the painting was removed from its original site and sold to Pope Pius VI, who had the panel cut into pieces, two of which are shown in the picture",RAFFAELLO Sanzio
33394-15newtet.jpg,"Catalogue number: Bredius 555.In the 1630s, landscapes were to remain in the background of [PAINTER]'s biblical paintings. The landscape backgrounds in these paintings - views through on the left, punctuated by impressive buildings - succeed in varying measure in avoiding the feel of a backdrop rather than real space.In the present painting the Precursor of Christ, having spent his entire life to date in the wilderness, enters the world to address the multitude. The countryside and its properties are part o",REMBRANDT Harmenszoon van Rijn
17229-copies21.jpg,"Catalogue numbers: F 677, JH 1972.A Scene from The Raising of Lazarus, after the etching by RembrandtOil on canvas, 48.5 x 63 cm. May 1890. Amsterdam, Rijksmuseum Vincent [PAINTER]In Saint-Rémy, [PAINTER] became interested in making copies in oil paint of prints by or after the works of those artists who represented for him the pantheon of modern art - Millet, Delacroix and Rembrandt, and Daumier, Doré and the illustrators. He explained these copies in many ways. At one level, in the absence of models, he use","GOGH, Vincent van"
42949-3ceilin4.jpg,"The eight figures of the Virtues can be identified by the attributes that accompany them: a dog for Fidelity, a lamb for Gentleness, an ermine for Purity, a die and a crown for Reward, an eagle for Moderation, a cobweb for Dialectics, a crane for Vigilance and a cornucopia for Prosperity. These sumptuous female figures dressed in silks and brocades, splendid in their precious and limpid decorative effects and wonderfully lustrous and transparent colours, almost cancel out the limits of the restricted space ","VERONESE, Paolo"
39391-2adorat.jpg,"The Adoration of the Magi was completed in July 1582 and was therefore the first of the canvases of this series in the Ground Floor Hall to be carried out.Above and along the brick walls and the wooden planks, the episode unfolds frontally under bright light which makes the physical and emotional gestures of the Wise Men stand out. The harmonious night setting of the foreground gives way in the background on the right to the apparition of the procession of the Three Kings, broken up by traces of glowing lig",TINTORETTO
17186-3enviro1.jpg,"Catalogue numbers: F 661, JH 1871.To escape harassment from local inhabitants [PAINTER] left Arles in May 1889 and moved into a sanatorium, Saint-Paul-de-Mausole, in the nearby village of Saint-Rémy. There he hoped he would be able to work quietly and have medical supervision in case of a recurrence of his epilepsy. Saint-Rémy lay beside the Provençal hills known as the Alpilles, which are extraordinary geological formations, low-lying, rocky crags, weathered into grotesque shapes and pitted by ravines and w","GOGH, Vincent van"
33514-19portra.jpg,"Catalogue number: Bredius 99.The pair of this painting, depicting Stadholder Frederik Hendrik (now in the House of Orange-Nassau Historic Collection Trust, The Hague) was painted by Gerrit van Honthorst. [PAINTER] painted this portrait to match the existing portrait by van Honthorst. This pairing was a one-time incident",REMBRANDT Harmenszoon van Rijn
42847-11panta.jpg,"St Pantaleon was such a famous doctor that Emperor Diocletian himself chose him for his own doctor. Pantaleon was a Christian, but the bad influence from the pagan court caused him to give up his Christian faith entirely. A holy priest made him realize what a sin he had committed. Pantaleon listened to him, detested his sin and joined the Church once more. To make up for what he had done, he greatly desired to suffer and die for Jesus. In the meantime, he imitated Our Lord's charity by taking care of poor s","VERONESE, Paolo"
16002-00view1.jpg,"The Upper Church, with its single nave and tall Gothic windows, has a bright and festive atmosphere. The cross-ribbed vaults, the window and the nave wall were decorated with frescoes over the period of several decades. The unified program created a kind of pictorial bible",GIOTTO di Bondone
17179-2enclos2.jpg,"Catalogue numbers: F 611, JH 1723.Living in the asylum in Saint-Rémy, [PAINTER] repeatedly turned his attention to the no-man's-land between the wide world out there and his own confined world. When he looked across the low wall that enclosed the asylum, he found a whole world of subjects awaiting him. There was a range of hills, the Alpilles, with countless olive trees at their feet and an occasional solitary cypress crowning them to counteract the gentle ups and downs of the hills with a bold vertical","GOGH, Vincent van"
32921-0view.jpg,This view shows the east wall of the room with the Vision of the Cross,RAFFAELLO Sanzio
18193-0102grec.jpg,"Together with the icon of The Dormition at Syros, this is one of [PAINTER] earliest works, painted while he was a master in Crete. It suffered serious losses but much of the paint surface remains intact and legible. It is signed in the area of the stool under the easel. It shows St Luke, traditionally both a physician and a painter, in the act of painting the icon of The Virgin Hodigitria, patron and protector of Constantinople.[PAINTER] kept strictly to the Byzantine canon in the representation of the icon","GRECO, El"
17206-olive08.jpg,"Catalogue numbers: F 587, JH 1853","GOGH, Vincent van"
42792-2john.jpg,"The ceiling painting in the sacristy of San Sebastiano, the Coronation of the Virgin, is framed by pictures of the four evangelists sitting, kneeling or reclining, accompanied by their symbols (eagle, ox, lion and angel), and, in their over life-size dimensions, they seem to burst out of the pictorial fields. In the four pictures, the open book is a reference to the subject as writer of the gospel of the same name","VERONESE, Paolo"
16470-3crucifx.jpg,"On the verso, the four symbols of the evangelists are depicted around the Lamb. In order that it be seen on both sides, the cross must have been suspended near the choir",GIOTTO di Bondone
17255-auvers15.jpg,"Catalogue numbers: F 756, JH 2005.Van Gogh painted the elder daughter of Paul Gachet, Marguerite, in her garden. The blond young woman, looking like the ethereal figure of an angel, is standing in her white gown in the middle of a magnificent profusion of flowers in full bloom, a view that is closed in to the rear by the cypresses that [PAINTER] loved and painted again and again","GOGH, Vincent van"
42897-2ceilin2.jpg,"The colourful fresco decoration of the Villa Barbaro reaches its climax in the Sala dell'Olimpo. The ceiling shows Saturn, Jupiter, Mars, Apollo, Venus, Mercury and Diana, the seven gods of the sky, gathered around the figure of a woman riding a headless snake, who has been interpreted, inter alia, as an allegory of divine wisdom. As Richard Cocke has explained, however, it could be Thalia, who in conjunction with the eight muses of the transept and the gods of the sky illustrates the real theme of the dome","VERONESE, Paolo"
16389-chris17.jpg,The picture shows the fresco before the restoration completed in 2002,GIOTTO di Bondone
16048-franc21.jpg,"This is the twenty-first of the twenty-eight scenes (twenty-five of which were painted by [PAINTER]) of the Legend of Saint Francis.[PAINTER]'s authorship of some parts of the last scenes is often questioned, and in the case of those in the last bay (after No. 25, usually attributed to the St Cecilia Master) denied completely.This rather damaged scene was executed mainly by assistants",GIOTTO di Bondone
32998-6logget2.jpg,"[PAINTER] decorated Bibbiena's loggetta in the style of newly-discovered ancient Roman ornamental forms - the walls and ceilings are adorned with grotesques, open areas and geometric ornaments. The artist has depicted mythological scenes in the lunettes, as well as allegories of the four seasons in the recesses. [PAINTER] himself was probably responsible for the overall design and for some of the figure studies. That said, the final decorative work would have been undertaken by his studio associates, Francesco ",RAFFAELLO Sanzio
10296-05luthe3.jpg,"In the 1520s [PAINTER] was involved in Wittenberg's large book-printing business. There are remarkable similarities between the sizes of [PAINTER]'s paintings and the paper and book formats used in Wittenberg at that time. The portrait series of Martin Luther and Katharina von Bora in the 1520s by [PAINTER] were painted on quarto-sized panels. (If a sheet of paper is folded once, this produces the folio format, then come quarto: 4 leaves with 8 pages.","CRANACH, Lucas the Elder"
39274-1lamenta.jpg,"The painting comes from the now demolished church of Santa Maria dell'Umiltá. A dramatic interplay of beams of light and heavy shadows lends atmosphere to this lamentation, under the merest hint of a cross and ladder.The subject was treated by [PAINTER] several times before 1559, this version can be considered as a summary of his previous experiments. There are no unnecessary details only a closed group of figures with dominating diagonal lines. Everything is subordinated to the expression of extreme emoti",TINTORETTO
33560-089portr.jpg,"Catalogue number: Bredius 270.Although ascetic in the use of colour, this portrait is exceptionally varied in the brushstrokes",REMBRANDT Harmenszoon van Rijn
42774-2altar.jpg,"This painting is on the altar of the chancel (presbytery) of the church of San Sebastiano. The saints represented in the lower section of the painting are John the Baptist, Catherine, Elizabeth, Sebastian, Francis and Peter.The altarpiece for the choir of the church of San Sebastiano was presumably painted at the same time as the two lateral canvases in the gallery (Martyrdom of St Sebastian, and Martyrdom of Sts Mark and Marcellinus). In doing the preliminary drawing for the architecture of the retable, Ve","VERONESE, Paolo"
18239-0509grec.jpg,"Painted for the side altar on the Epistle side (right) of the church, and still in place. Probably painted 1578-79, following the completion of the High Altarpiece. The presence of Saint Ildefonso, the patron Saint of Toledo, was stipulated in the documents. Diego de Castilla, the Dean of Toledo Cathedral, is probably represented in this figure, which certainly is a portrait. The figure assists in setting an ideal plane for the enacting of the mystic event. [PAINTER] has eliminated the intrusion of an incong","GRECO, El"
16368-wall1.jpg,The two scenes on this wall detail are from the life of Christ: 11. Expulsion of the Money-changers from the Temple and 20. Mourning of Christ,GIOTTO di Bondone
33014-15farnes.jpg,"[PAINTER]'s pictorial narrative in the Loggia di Psiche begins in the spandrels of the short side on the left as one enters and continues along the spandrels to the right to the second short side and then along the entrance side. These triangular surfaces represented a problematic format for artists. [PAINTER] solved this challenge in ever new and surprising ways, causing the form of the painting's support and the composition of its figures to interact in particularly fortuitous and varied manners.In the spandr",RAFFAELLO Sanzio
33411-34newtes.jpg,Catalogue number: Bredius 570.The Holy Family and other representations of the childhood of Christ occur frequently in [PAINTER]'s art during the 1640s. Domestic happiness and intimacy are their dominate mood.This representation at the Hermitage glows with human warmth; small details contribute to this effect. A burst of divine light accompanies the angels who invade the chamber to witness the scene from the everyday life of the Holy Family. The tenderness of the young mother's movement accords with the dee,REMBRANDT Harmenszoon van Rijn
33522-36portra.jpg,Catalogue number: Bredius 97,REMBRANDT Harmenszoon van Rijn
39487-05armour.jpg,The inscription below the column tells us that the unknown sitter was 30 years old. The style of the armour has the characteristics of the 1540s,TINTORETTO
16069-01view.jpg,The view towards the entrance shows the depiction of the Last Judgment,GIOTTO di Bondone
42938-1ceilin0.jpg,"The picture shows paintings by Veronese in the gilt wooden ceiling of the Sala del Collegio.A narrative scene painted on a wall as a framed picture was referred to as a ""quadro riportato,"" which to seventeenth-century thinking suggested that a framed panel painting had been translated into the medium of fresco. If a picture with the perspective of a panel painting is shifted to the ceiling, it is called a ""quadro finto"" (fictitious picture). In such a case the painted architectural framing is replaced by a ","VERONESE, Paolo"
35485-23mythol.jpg,The toilet of Venus is a timeless theme of sensuous seduction. You can view other depictions of Venus at Her Toilet in the Web Gallery of Art,"RUBENS, Peter Paul"
32799-33carde.jpg,"The Madonna of the Goldfinch, one of [PAINTER]'s Florentine panels, was painted by [PAINTER] for the marriage of his friend Lorenzo Nasi and Sandra di Matteo di Giovanni Canigiani. It was severely damaged following the partial collapse of the Nasi house in 1547, as mentioned by Vasari. It was subsequently restored probably by  Michele di Ridolfo del Ghirlandaio (Michele Tosini), a coworker in Ghirlandaio's workshop, who was deeply influenced by [PAINTER].The Christ Child is lovingly stroking a goldfinch that the ",RAFFAELLO Sanzio
16355-07scenes.jpg,The medallion showing the Prophet Eliseus in the company of the youths is at the left side of the Entry to Jerusalem,GIOTTO di Bondone
16424-evang1.jpg,"Peaceful and self-absorbed, the Evangelist sits on the island of Patmos. Only the way he holds his head demonstrates that he is concentrating on his inner visions. At the bottom corners of the lunette angels bind up the wind, in order that calm can be restored. The dragon, which threatens the woman and child, and he who is like the son of man, are the principal figures of the vision of the end of the world and of the second coming of Christ",GIOTTO di Bondone
33495-02portra.jpg,"Catalogue number: Bredius 64.For this painting representing an old woman wearing a red headscarf and wrapped in a fur cape, [PAINTER] chose copper as the support. He used gold leaf as the ground to heighten the luminous effect. The likeness is presumed to be that of [PAINTER]'s mother Cornelia Neeltgen Willemsdochter van Zuytbroek",REMBRANDT Harmenszoon van Rijn
33912-27noremb.jpg,"This canvas is the work of a Dutch imitator of [PAINTER], working between about 1680 and 1710. It is an apparent forgery with a false inscription lower left: [PAINTER] / f. 1665",REMBRANDT Harmenszoon van Rijn
15999-speaking.jpg,This painting is in the lunette,GIOTTO di Bondone
17112-3arles26.jpg,"Catalogue numbers: F 456, JH 1561.In August and September 1888, [PAINTER] executed four paintings depicting sunflowers in a vase. He intended to decorate a room in the house, the so-called Yellow House, that he rent in Arles","GOGH, Vincent van"
39756-06vanity.jpg,"This allegory is an early work by [PAINTER]. Later it was altered, the image in the mirror is a later addition",TIZIANO Vecellio
39816-14venier.jpg,"Francesco Venier (1490-1556) was elected Doge on 11 June 1554. He reigned for scarcely two years, until 2 June 1556. This portrait is an excellent example of the way [PAINTER] used colour during his late period. The picture does not break up into countless colours. Only in the garment is there a fine play of golden hues, underlining the delicacy of the frail Doge. So far there has been no explanation for the fire in the lagoon, which is visible through the window. In terms of colour, the fire provides an impor",TIZIANO Vecellio
33534-45portra.jpg,"Catalogue number: Bredius 101.[PAINTER] married on June 22, 1634. His bride was Saskia Uylenburgh (born in 1612), the cousin of Hendrick Uylenburgh and the daughter of the burgomaster of Leeuwarden. Saskia brought a substantial dowry as well as patrician status with her, so this marriage represented a substantial climb in social status for [PAINTER].Saskia was to be the subject of the largest number of single portraits during the 1630s. [PAINTER] posed her in mythological dress, particularly in the flower-d",REMBRANDT Harmenszoon van Rijn
39763-10portyw.jpg,"The crispness and precision of the contours in this portrait, unusual for the mature [PAINTER], have caused specialists to doubt its current attribution.The sitter of the painting is probably identical with the model of the Venus of Urbino",TIZIANO Vecellio
17152-portra04.jpg,"Catalogue numbers: F 444, JH 1563","GOGH, Vincent van"
17264-auvers24.jpg,"Catalogue numbers: F 774, JH 2053.For [PAINTER], recording his subjects in art meant capturing their presence in Nature. The picture of the young peasant woman in wheatfield is a good example of this. The model is seen posing in surroundings that constitute her livelihood, in a field of ripening wheat. This setting functions both as attribute and as a traditional item in portrait iconography","GOGH, Vincent van"
10227-1venus02.jpg,"In this half life-sized painting from about 1520 the veil is not only related to the body of Venus in various ways but Cupid too is equipped with a veil which covers his eyes. Venus uses both hands to stretch the long narrow veil demonstratively across her body, directing our gaze to her breasts and pudendum. A delicate veil on Venus's diadem-crowned head completes the masking of her body. Cupid is so busy with his blindfold that he has to lay the burning torch on the ground and also hold his bow and arrow ","CRANACH, Lucas the Elder"
35568-15yrss.jpg,"In his portrait, Matthaeus Yrsselius (1541-1629) wears the white habit of the Premonstratensians with the mitre and the crosier by his side. The panel was originally placed by the abbot's grave in the church of the St. Michael's Abbey","RUBENS, Peter Paul"
16992-nuenen07.jpg,"Catalogue numbers: F 38, JH 504","GOGH, Vincent van"
