IMAGE_FILE,DESCRIPTION,AUTHOR,comment_length
42801-3annunc1.jpg,"The Chapel of Our Lady of the Rosary was destroyed by fire in 1867. The restored chapel was reopened only in 1959. In the new carved ceiling of the nave, three oval paintings by Veronese, which were once in the deconsecrated church of the Umilt&#224; on the Zattere, were inset: the Adoration of the Shepherds, the Assumption, and the Annunciation. They are works of very high chromatic quality and great inventiveness of composition, and can be considered to be on the same level as the scenes he painted for th","VERONESE, Paolo",551
41476-sacrati.jpg,"The painting was executed by an unknown Italian Renaissance artist who painted many realistic portraits. The attribution of the painting is debated, perhaps it is the work of Baldassare Estense or Antonio de Crevalcone","UNKNOWN MASTER, Italian",218
10131-11religj.jpg,"This is one of the many representations of the Crucifixion, which [PAINTER] produced both before and after the Reformation. The Crucifixion is a motif that could be incorporated without problem into the Reformation repertoire","CRANACH, Lucas the Elder",223
33417-61newtes.jpg,"Catalogue number: Bredius 592A.Before Rembrandt began to etch and draw the outdoors, he painted it into the backgrounds of his history paintings. This went on into the 1640s and 1650s, but it came to an end at the very time when he stopped drawing landscape. After the present painting, none of his histories are situated in a natural setting",REMBRANDT Harmenszoon van Rijn,342
18236-0506grec.jpg,"The figures of St John the Baptist and St John the Evangelist flank the central large painting of The Assumption on the High Altar in the church of Santo Domingo el Antiguo in Toledo. In contrast with the Assumption, which is substituted by a copy, these paintings remained in situ","GRECO, El",281
33522-36portra.jpg,Catalogue number: Bredius 97,REMBRANDT Harmenszoon van Rijn,28
10280-07portra.jpg,The sitter of this portrait is perhaps a mayor of Weissenfels. The portrait was executed with the contribution of assistants.From the twelfth to the early fifteenth century there are many instances in European painting of wooden panels being completely covered with parchment. It was done to disguise faults in the panel and reinforce the joins,"CRANACH, Lucas the Elder",344
17235-5portra3.jpg,"Catalogue numbers: F 703, JH 1832.Restricted to motifs selected from within the asylum, [PAINTER] began a series of portraits. He did six of them at Saint-Rémy, and they stand out as isolated yet imposing achievements of the art of portrait painting. Three of the six (F 626, 528, 627) are self-portrait. The other portraits are the Portrait of Trabuc (F 629), Portrait of Trabuc's Wife (F 631), Portrait of a Patient (F 703).Van Gogh painted the portrait of this patient because he was a compassionate fellow cre","GOGH, Vincent van",746
35546-07medici.jpg,"Certainly, it was not the rather heavy features of the Medici family, particularly evident in the queen, that had attracted Henri IV, but the scale of her dowry. Rubens nevertheless contrived to render her portrait agreeable. He disguised her now as an attractive Bellona, now as a proud horsewoman in The Capture of Juliers. The royal couple become Olympian deities in The Meeting of Marie de Médicis and Henri IV at Lyon, while The Fate Spinning Marie's Destiny and The Triumph of Truth became pretexts for a p","RUBENS, Peter Paul",544
18256-0704grec.jpg,The painting is in a bad state of conservation,"GRECO, El",46
10324-09elect5.jpg,"Johann Friedrich I, the Magnanimous (r. 1532-1547) commissioned from [PAINTER] in 1532 sixty portrait pairs. The commission coincided with Johann Friedrich's assumption of electoral office after the death of his father Johann I, the Constant. [PAINTER] and his workshop completed the series in 1533.The present pair, small posthumous portraits, depict the brothers and Saxon electors Friedrich III, the Wise (1463-1525), and Johann I, the Constant (1468-1532), in bust length against a light blue background. T","CRANACH, Lucas the Elder",640
35535-06allego.jpg,"Rubens painted the Consequences of War (or Horrors of War) for Ferdinand de' Medici, grand duke of Tuscany. This picture in a certain sense is the negative counterpart of the allegory on peace painted for Charles I, king of England. The message of this painting is exceptionally pessimistic: even love cannot restrain the blind martial brutality  of the Thirty Years War from plunging Europe into mourning and destroying her prosperity. Yet this did not prevent Rubens portraying this tragic subject in the most ","RUBENS, Peter Paul",579
17277-selfpo04.jpg,"Catalogue numbers: F 178v, JH 1198","GOGH, Vincent van",34
38925-05berga2.jpg,"[PAINTER] presents us with a particularly graphic depiction of the beheading of John the Baptist, which takes place in a stone dungeon. The torso of the beheaded man lies on a raised stone podium, the blood dripping down the few steps which lead to it, while the executioner, who stands over him, holds up the severed head. To the left, a female servant approaches with a salver. Behind her, a young woman turns from the scene in horror. On the right-hand side, Salome, who has ordered the murder, stands in elegan","TIEPOLO, Giovanni Battista",571
39828-5allegor.jpg,"Connected to [PAINTER]'s late portraits is the Allegory of Time Governed by Prudence. This is an exceptional portrait which depicts the aged [PAINTER] on the left above a wolf's head, his son Orazio in the centre above the head of a lion, and his nephew Marco above a dog's head. The wolf, the lion and the dog, symbolize the past, present and future. In the upper part of the painting there is an inscription which is the key to the complex allegorical meaning of the work: ""EX PRAETERITO PRAESENS PRUDENTER AGIT, NI ",TIZIANO Vecellio,942
33596-01group.jpg,"Catalogue number: Bredius 403.Rembrandt began to work as a professional portraitist about 1631. His earliest existing commissioned portraits (Portrait of a Scholar, The Hermitage, St. Petersburg; Portrait of the Amsterdam Merchant Nicholaas Ruts, Frick Collection, New York) are both of that year. The Anatomy Lesson of Dr Nicolaes Tulp of 1632 shows how quickly he surpassed the smooth technique of the fashionable Amsterdam portraitists. The group portrait of Tulp, appointed 'praelector anatomiae' of Amsterda",REMBRANDT Harmenszoon van Rijn,2195
18406-1906grec.jpg,"It is sometimes held that this small painting is not the work of [PAINTER] himself. A great many pictures representing apostles were produced in [PAINTER]'s workshop, all faithfully executed in traditional style, and it is certain that no small number of them were painted by his pupils. However, the quality of this small size painting makes it probable that it was made by the painter himself.The painting depicts the Apostle St Andrew who converted the 'Scythians'; he was the brother of Peter and because he ha","GRECO, El",1537
38870-08udine.jpg,Two gold-ground panels with figures in stucco next to the centre picture in the Gallery (Rachel Hiding the Idols from her Father Laban) depict Jacob's Reconciliation with Esau (left) and Jacob Wrestling with the Angel (right). These are two of the best-known episodes from the Jacob story,"TIEPOLO, Giovanni Battista",288
17210-copies02.jpg,"Catalogue numbers: F 700, JH 1781","GOGH, Vincent van",33
35482-21mythol.jpg,"[PAINTER] returned to Antwerp in 1608 from Italy, and he brought with him an interest in the heritage of Antique art and literature that developed into a cornerstone of his thinking and artistic production. After setting up home in Antwerp, he devoted himself with unfailing interest to Greek and Roman mythology, which he used for the subject of many works, mostly as private commissions.The goddess of Diana was evidently of great importance to [PAINTER] in around 1615, for she could be combined with another subjec","RUBENS, Peter Paul",1842
41340-04virgi2.jpg,"This fragment depicts the Madonna enthroned holding the Christ Child in her lap. He is seating on a white piece of drapery, which falls down in folds behind his legs, a symbol of the altar cloth in which the Host is offered during the liturgy","UNKNOWN MASTER, Italian",242
35602-05landsc.jpg,"The four figures at the right side of the painting are Philemon and Baucis, as well as Mercury and Zeus","RUBENS, Peter Paul",103
17118-3arles32.jpg,"Catalogue numbers: F 449, JH 1558.The town of Arles is on the Rhone, and that busy waterway appears in a number of [PAINTER] works. He painted the quayside with stevedores at work as well as more panoramic views of the river as it sweeps its way through the town. But in such works there is something stylised and remote about his treatment, as if it was difficult to come to terms with this aspect of Arles.The present painting is curious. The barges and their workmen are solidly and attentively painted; but ","GOGH, Vincent van",952
18368-1603grec.jpg,"On 18 June 1603 [PAINTER] signed a contract to make and decorate an altarpiece for a miraculous image of the Virgin of Charity belonging to the Hospital de la Caridad in the small town of Illescas halfway between Toledo and Madrid. According to the contract the main altarpiece and the decoration of the vault were to contain four canvases: The Madonna of Charity, The Coronation of the Virgin, The Annunciation and The Nativity. This project was executed in collaboration with the artist's son, Jorge Manual Theo","GRECO, El",981
39023-5africa2.jpg,"The personification of Africa sits astride a dromedary in the hustle and bustle of a market scene, surrounded by Negroes, Orientals and Europeans. She is being offered an incense burner, which, along with other vessels on magnificent cloths and the tusks of ivory, symbolize the goods and the riches of the continent, so coveted by the Europeans. Africa is clearly depicted as a much more civilized place than America","TIEPOLO, Giovanni Battista",417
39057-4virgil2.jpg,"This scene is on the wall of the room of Virgil.During the destruction of Troy, Aeneas flees the city, at the order of the gods, to establish a new city in Italy. A storm drives him to the shores of Carthage. Accompanied by Achates, he makes his way to Dido, the queen of Carthage. His mother Venus appears to him along the way and carries the two men, enveloped in a cloud, unscathed to Carthage. Aeneas and Achates stand on the left of the picture, while Venus, accompanied by Amor, hovers above them to the ri","TIEPOLO, Giovanni Battista",605
35582-25titia3.jpg,"This is a copy of a lost painting by Titian. The double portrait was painted by Titian in Augsburg in 1548. The Empress's portrait is posthumous, it is presumably based on a Netherlandish original. It is uncharacteristically lifeless in the treatment of the head and costume. However, the painting includes an evocative view of a mountainous landscape through the window on the right","RUBENS, Peter Paul",383
39756-06vanity.jpg,"This allegory is an early work by [PAINTER]. Later it was altered, the image in the mirror is a later addition",TIZIANO Vecellio,107
33449-13oldtes.jpg,"Catalogue number: Bredius 507.In the centre of this theatrical painting is the bride in full light. Samson, recognizable by his long hair is proposing a riddle to his Philistine guests on the first day of the week-long wedding feast. The story is from the Bible (Judges 14:10-18)",REMBRANDT Harmenszoon van Rijn,279
42943-2ceilin1.jpg,"The central painting of the ceiling of the Sala del Collegio in the Doge's Palace, along with the Neptune and Mars, as well as Venetia between Justitia and Pax, symbolizes in allegorical form the Republic of Venice's claims to political power. It also reminds the Council of its specific obligations, one of which was monitoring matters of faith. Although a fixed written program for the ceiling has not survived and the putative authorship of Marcantonio Barbaro cannot be proven, it is assumed that the painter","VERONESE, Paolo",602
10091-19altar.jpg,"The two paintings in Krom&#236;&#248;í&#158;, depicting the beheading of John the Baptist and St Catherine, probably formed the two side wings of a triptych. They were commissioned by Stanislaus Thurzó (1470-1540) a patrician from Upper Hungary, the Bishop of Olmütz (Olomouc). These paintings are regarded as among [PAINTER]'s best works from the 1510s. There are several studio replicas and seventeenth-century copies of both panels","CRANACH, Lucas the Elder",432
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that [PAINTER] returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",TIZIANO Vecellio,384
18272-0811grec.jpg,This painting is among the most beautiful devotional paintings of [PAINTER]. It was very successful: there are seven closely related versions of this image for private meditation,"GRECO, El",177
41496-2scene02.jpg,"On the left wall of the first bay of the loggia, above a door, another interior is presented, but in this one, men are working behind to large counters, at left in a bakery, at right in a butcher shop","UNKNOWN MASTER, Italian",200
33392-14newtes.jpg,"Catalogue number: Bredius 551.In 1633 and 1634 [PAINTER] produced several painted and etched versions of this subject, reflecting a search for the most expressive arrangement and lighting and his gradual movement away from Rubens's composition. This canvas can be regarded as the final stage of that quest. [PAINTER] uses light of varying intensity to pick out not only Christ but also Mary on the right and the women on the left, shifting the sense of tragedy from the event to how those close to Jesus experien",REMBRANDT Harmenszoon van Rijn,603
18252-0613grec.jpg,"The painting presents the saint in a pensive attitude, his head listing to the left, resting on the fisted hand of his right arm. There are speculations that the painting is related to a Holy Family composition","GRECO, El",210
41359-05sancta.jpg,"On the south wall, in the Crucifixion of St Peter and the Beheading of St Paul, the foreground of each picture is reserved for its respective martyr. Each is, moreover, clearly larger than the figures of the mourners and the executioner. Peter, hanging upside down on the cross, recalls the crucifixes of Giunta Pisano and Cimabue in the rendering of his abdomen and chest musculature. In the background of the crucifixion scene are groups of buildings and single buildings. However, they are rather unspecific","UNKNOWN MASTER, Italian",510
10261-4melanc4.jpg,"With only a stick to help them, three nude children attempt to play a game, the object of which is to pass a large ball through a hoop. A winged woman, lost in thought, splits a stick, seemingly in the process of making another hoop.Through reference to a similar figure in a Dürer's print, the seated female figure has been read as a personification of Melancholy, one of the four temperaments","CRANACH, Lucas the Elder",394
41363-09sancta.jpg,"Like in the scenes of the martyrdom of St Peter and St Paul, the interiors in the frescoes of St Lawrence and St Nicholas do not develop into real depictions of space. The extremely foreshortened buildings suggest the location only in a very rudimentary way, even if they are provided with a number of decorative details","UNKNOWN MASTER, Italian",320
42799-2assump2.jpg,"The Chapel of Our Lady of the Rosary was destroyed by fire in 1867. The restored chapel was reopened only in 1959. In the new carved ceiling of the nave, three oval paintings by Veronese, which were once in the deconsecrated church of the Umilt&#224; on the Zattere, were inset: the Adoration of the Shepherds, the Assumption, and the Annunciation","VERONESE, Paolo",347
39579-12cherry.jpg,"In this half-length picture of the Madonna, [PAINTER] was still keeping entirely to a pictorial idiom typical of Giovanni Bellini. St Joseph is on the left, and Zacharias, the father of John the Baptist, on the right of the Madonna. John, depicted as a naked boy, is giving the Madonna the cherries that give the painting its name",TIZIANO Vecellio,327
35560-10portra.jpg,"The sitter of the portrait is Clara Serena, the daughter of the artist","RUBENS, Peter Paul",70
10088-16altar.jpg,"The two panels formed the side wings of an altarpiece, probably intended for private devotion. The central panel may well have shown St Anne or the Holy Kinship; the mother of Mary was increasingly venerated in Saxony after Frederick the Wise brought back a relic of Anne from the Holy Land. The outer sides of the wings bear the ducal arms of Saxony and Kursachsen on a grey background","CRANACH, Lucas the Elder",386
41436-03galati.jpg,The vaulting of the first bay contains motifs from the Revelation of St John. In the spandrels are the personifications of the eight Virtues,"UNKNOWN MASTER, Italian",140
33581-122portr.jpg,"Catalogue number: Bredius 118.Hendrickje Stoffels (1626-1663) was the daughter of an army sergeant. She advanced in [PAINTER]'s household from servant to mistress, presumed model, and common-law wife, as well as stepmother to the artist's son Titus (1641-1668) and mother of his daughter Cornelia (1654-1685). No indisputable image of her has been identified, although the present painting is considered a plausible example of the Hendrickje type. Hendrickje is thought to have modeled for three comparable paint",REMBRANDT Harmenszoon van Rijn,809
33663-10misc.jpg,"Catalogue number: Bredius 310.[PAINTER]'s long-standing interest in the peoples and costumes of the Near East was extended in the 1650s to embrace the still more exotic regions of Asia and North Africa. His inventory of 1656 contained a reference to a set of Indian Mogul miniatures, now thought to be those which were later taken to Austria and incorporated in the decoration of the Schönbrunn Palace outside Vienna. [PAINTER] made about thirty pen-and-wash copies of these miniatures and, while his exact purpo",REMBRANDT Harmenszoon van Rijn,1380
16101-mary07.jpg,"In the upper section of the lunette above the chancel arch God the Father enthroned is painted, while the sides of the lunette are occupied by the scene of the Annunciation.The border between painted and real space appears to have been breached in [PAINTER]'s frescoes. This characterizes the representation of God the Father at the top of the triumphal arch wall above the entrance to the choir. The heavens have opened and ranks of angels surround God the Father on his throne. Amongst the angels, who move elegan",GIOTTO di Bondone,1707
33886-01noremb.jpg,"Catalogue number: Bredius 1.Several versions of this painting are known, it was generally thought that this is the earliest. However, it is now considered as a copy after [PAINTER]",REMBRANDT Harmenszoon van Rijn,180
38881-19udine.jpg,This is one of the corner scenes on the ceiling in the Sala Rossa (Sala del Tribunale).The painting depicts the prophet Isaiah at the moment where he is called to prophecy. The approaching angel holds a piece of burning coal to his lips with tongs and so brings about the forgiveness of his sins. Isaiah hears the voice of the Lord and agrees to his mission,"TIEPOLO, Giovanni Battista",357
10286-02luthe2.jpg,"After the excommunication by Pope Leo X, Luther's life was in grave danger. To protect him from arrest and murder, Elector Frederick the Wise had him abducted and held captive at Wartburg, where he remained incognito as the aristocratic Junker Jörg.There are several versions of this portrait, the one in Leipzig is probably a repetition of an earlier version by [PAINTER] and his workshop","CRANACH, Lucas the Elder",387
17102-2maries2.jpg,"Catalogue numbers: F 417, JH 1453.At the end of May 1888 van Gogh took a trip to Saintes-Maries-de-la-Mer, a fishing village on the Mediterranean coast. He painted here two seascapes (F 415 and F 417) and a view of the village (F 416) along with a number of drawings that he based paintings on once he was back in his studio. The present Seascape is one of the two compositions of the Mediterranean he completed during his stay","GOGH, Vincent van",427
41331-043popol.jpg,"From the 13th century, the Carmelite oratory in Florence housed the miracle-working image known as the ""Madonna del Popolo."" Marian devotion in Santa Maria del Carmine was focused upon this image.This monumental painting offered a full-length rendering of the Madonna and Child enthroned with angels, against a gold ground with Christ blessing in the gable above. Scholars consider it to be a thirteenth-century Florentine work by someone within the orbit of Coppo di Marcovaldo. The style is consistent with tha","UNKNOWN MASTER, Italian",816
17198-cypres09.jpg,"Catalogue numbers: F 704, JH 1981.Depictions of couples were present in [PAINTER] visual world as metaphor of that happy family life that was denied him in reality. At the end of his Saint-Rémy period, [PAINTER] evolved what was in a sense the definitive solution of the problem in Landscape with Couple Walking and Crescent Moon. The couple are seen walking amidst cypresses and olives  in a moonlit idyll, the hills behind them. In this Provençal landscape [PAINTER] vision appears in all its wistful harmony.","GOGH, Vincent van",663
33571-100portr.jpg,"Catalogue number: Bredius 116.Though Rembrandt often treated his faithful mistress Hendrickje Stoffels (1625/26-1663) shabbily, he often portrayed her magnificently. In this canvas, hers is a pensive, possibly Sibylline image, standing at a double door. It was suggested that the key or ring suspended over Hendrickje's heart may be emblematic of domestic virtues, or housewifery, all too appropriate to her servant origin and fate",REMBRANDT Harmenszoon van Rijn,431
17263-auvers23.jpg,"Catalogue numbers: F 792, JH 1987","GOGH, Vincent van",33
17293-selfpo20.jpg,"Catalogue numbers: F 319, JH 1333","GOGH, Vincent van",33
17062-paris12.jpg,"Catalogue numbers: F 341, JH 1242.In this painting [PAINTER] borrowed an aspect of Pointillism. If dabs provide visual dynamics, a carefully calculated balance of verticals and horizontals can provide a static stability. We see this idea at work in [PAINTER]'s panorama. The vision of the sea of the city's houses is damned by walls, roofs and the horizon. To find the distance, our gaze must first negotiate a set of geometrical obstacles","GOGH, Vincent van",437
42798-2assump1.jpg,"The Chapel of Our Lady of the Rosary was destroyed by fire in 1867. The restored chapel was reopened only in 1959. In the new carved ceiling of the nave, three oval paintings by Veronese, which were once in the deconsecrated church of the Umilt&#224; on the Zattere, were inset: the Adoration of the Shepherds, the Assumption, and the Annunciation. They are works of very high chromatic quality and great inventiveness of composition, and can be considered to be on the same level as the scenes he painted for th","VERONESE, Paolo",551
41312-01madonn.jpg,"Originally venerated in the convent church of Santa Maria in Campo Marzio (Rome) this painting is an icon: its miraculous powers are attested by Bombelli, in his 1792 engraving of the panel. Iconographically, the image is connected to the Constantinopolitan ""Haghiosoritissa"", a type of image in which the Virgin is represented in the act of interceding with Christ on behalf of the human race. The proposed dating of the painting to the middle of the twelfth century is generally accepted on the basis of stylis","UNKNOWN MASTER, Italian",1454
33583-125portr.jpg,"Catalogue number: Bredius 394.Jacob Trip (1575-1661) was a Dordrecht manufacturer and merchant, founder of a dynasty together with his brother Elias. The Trips built the Trip House  in Amsterdam and furnished it with paintings of their Swedish lands and portraits of themselves. [PAINTER]'s magisterial portraits of Jacob Trip and his wife Marguerite de Geer (1583-1672) were made for the Trip House.[PAINTER] was preceded to this rich source of patronage by two pupils, Ferdinand Bol and Nicolaes Maes, who came",REMBRANDT Harmenszoon van Rijn,865
16517-11navice.jpg,"Around 1300 the work of Roman mosaicists extended to the exteriors as well. At Santa Maria Maggiore mosaics were not only added to the interior but also to the outside of the apse and the façade. Another exterior mosaic was the most famous of all the mosaics produced in Rome around 1300, the so-called Navicella (""Little Ship"") that [PAINTER] created on commission from Cardinal Jacopo Stefaneschi. Roughly 9,5 x 13,5 m, the mosaic was placed on the west wall of the oratory of Santa Maria in Turri, in the atrium ",GIOTTO di Bondone,1594
39795-18barbar.jpg,"This portrait is considered to be a replica in his own hand of an almost identical portrait in the National Gallery of Canada in Ottawa, which identifies the subject as Daniele Barbaro in an inscription. The picture in Ottawa is probably that mentioned in 1545 in a letter from Pietro Aretino, which once belonged to the portrait collection of Paolo Giovio in Como. With the body turned slightly to the right and the grave, spiritual face framed by the beard and hair, Daniele Barbaro's gaze is fixed on the view",TIZIANO Vecellio,718
18398-1811grec.jpg,"Apostle St Simon is called the Zealot in both the Gospel according to St Luke (6:15) and in Acts (1:13). This name, transcribed from the Greek, is a translation of the Aramaic gan'anai, signifying the apostle's membership of an extremely orthodox Jewish sect. Because he came from Cana, he is also known as the Canaanite or Cananaean. Like the other apostles, after Pentecost Simon vanished from view. Most or less trustworthy legends place his missionary work in Egypt. According to a sixth-century apocryphal t","GRECO, El",1864
33421-64newtes.jpg,"Catalogue number: Bredius 307.Rembrandt was surrounded by Catholics, and the explicit and dignified depiction of Catholic monks attest to a respect for them",REMBRANDT Harmenszoon van Rijn,156
33640-23sp1669.jpg,"Catalogue number: Bredius 55.No one in the 17th century played the game of literary and social roles so extravagantly and with so much variety as the Dutchman [PAINTER]. In almost 90 self-portraits, he proved how autobiographical interest and the insatiable curiosity of staging could, time and again, bring forth different variations on the theme of self-depiction. [PAINTER]'s visual casting plan ranges between lofty personal dignity (representation as apostle or ruler) and base characters (beggar, fool, exe",REMBRANDT Harmenszoon van Rijn,828
39569-07madonn.jpg,"One of [PAINTER]'s earliest religious paintings, the Madonna and Child with Sts Anthony of Padua and Roch was until fairly recently attributed to Giorgione, and the Virgin with her delicate, oval face and crisp folds of red drapery denned by shadow descends from the more remote and queenly Virgin of Giorgione's only altarpiece, the Castelfranco Madonna",TIZIANO Vecellio,351
41477-savonaro.jpg,"The monk Savonarola's activities, which were increasingly taking on the appearance of fanaticism, caused more and more people to oppose the preacher. He was put on trial in the city in which he had hoped to bring about a political and moral revival. Accused of heresy, he was hanged with two other Dominican monks on 23 May 1498 on the Florentine Piazza della Signoria, and then burned at the stake. Their ashes were scattered in the Arno","UNKNOWN MASTER, Italian",438
35498-28mythol.jpg,"The lyricism, eloquence and sensuality that characterise his entire oeuvre are already apparent in [PAINTER]' mythological compositions of 1600-1620. These are often vigorous, earthy works, such as the Rape of the Daughters of Leucippus.The two daughters of King Leucippus were betrothed to a set of twins, cousins of Castor and Pollux. But the latter pair carried the maidens off and had sons by them. Armed warriors are seen in the act of seizing the naked maidens and bearing them away on horseback.The compositi","RUBENS, Peter Paul",999
42892-1muse3.jpg,"In the Sala a Crociera, within painted niches, are eight highly refined figures of young women musicians, probably alluding to the triumph of Harmony in Creation","VERONESE, Paolo",161
18255-0703grec.jpg,"In formal portraiture of the period, it is characteristic that the individuality of the sitter is subservient to the manifestation of virtue. [PAINTER] portrait of an unknown knight with his hand on his breast is an example. He is shown solemnly committing his whole being to a higher principle, for the gesture of placing the right hand on the heart signalled not only pious respect but also a declaration of intent that would be upheld as a matter of honour. Since the knight directly faces and presents himse","GRECO, El",773
41544-ymocking.jpg,"The anonymous painter, active in Naples in the early seventeenth century and referred to as the Master of the Annunciation to the Shepherds, produced an expressive, naturalistic style close to the Caravaggism of Jusepe de Ribera, a Spanish painter who settled in Naples in 1616, from whom derives the inspiration for the Mocking of Christ","UNKNOWN MASTER, Italian",338
10270-03juris1.jpg,"According to an inscription added later to the back of the painting, the sitter of this portrait is Johann Stephan Reuss (died 1514), rector of the University of Vienna. The pendant of this painting, representing the jurist's wife, is in the Germanisches Nationalmuseum in Nuremberg. However, this later information is misleading, since the statutes of the University of Vienna state that the rector has to remain single. To judge from his costume, the sitter is certainly an academic, probably a jurist.Husband ","CRANACH, Lucas the Elder",775
41450-death_kn.jpg,This picture shows a well-known episode in St Francis of Assisi's life: the knight of Celano confesses his sins to the saint and dies unexpectedly during the banquet. It was probably a predella panel together with two other fragments now in Bologna,"UNKNOWN MASTER, Italian",248
35402-07desce5.jpg,"The outsides of the wings are devoted to St Christopher. According to his medieval legend, the huge St Christopher carried the Christ Child across a river on his shoulders. A hermit on the right lights his way with a lantern","RUBENS, Peter Paul",224
10102-30altar2.jpg,"[PAINTER] the Elder's Schneeberg Altarpiece is the first retable known to have been created for an evangelical church. It was installed in the Church of St Wolfgang in Schneeberg, a prosperous silver-mining town in the Erzgebirge (Ore Mountains) of southern Saxony in 1539, where it provided a suitable focal point for the liturgical rituals of local Lutherans for nearly hundred years. In 1633, at the height of the Thirty Years&#146; War, it was stolen by imperial troops. During its history, it was disman","CRANACH, Lucas the Elder",675
17082-orchar03.jpg,"Catalogue numbers: F 394, JH 1379.The painter Anton Mauve married into [PAINTER] family in 1874 and became a cousin of Vincent. When [PAINTER] went to The Hague in November 1881, Mauve, who normally accepted no students, was willing to teach him the use of oil paint and watercolour. Unfortunately, the fruitful relation between the painters did not last long. When [PAINTER] started a personal liaison with Sien Hoornik, an unmarried mother and prostitute, Mauve, like others, was scandalised and broke off all c","GOGH, Vincent van",789
39630-2rabbit.jpg,"In 1529  Federico Gonzaga, Duke of Mantua ordered three more works from [PAINTER]. The only one to survive is probably identifiable with the Madonna and Child with St Catherine and a Shepherd, known as the Madonna of the Rabbit. With a look of winning encouragement the Virgin restrains the rabbit, a symbol of fecundity, so that the child can clamber down and play with it. The richly dressed St Catherine, proffering her charge like a lady-in- waiting, introduces a courtly aspect, and in fact the Giorgionesque s",TIZIANO Vecellio,1316
41513-grotesqu.jpg,"Scenes of farming and handicraft set in the middle of grotesques, in the place of motifs in a more traditional antique style, were frequently used for decoration  at the end of the sixteenth century. They can be found in particular in the decoration of the Uffizi, on the ceilings of the rooms of the Armoury, painted in 1588 in a military and technological vein. This is modestly foreshadowed in some details of the ceiling of the Stanza dei Lanifici at Caprarola.The Stanza dei Lanifici (Room of Woolmaking) of","UNKNOWN MASTER, Italian",817
33561-090portr.jpg,"Catalogue number: Bredius 437.There are overtones in this picture of the biblical subject of either Bathsheba or Susanna and the Elders; this much is made clear by the heavy gold and red cloak behind the figure and by the grotto-like setting. At least in these areas, [PAINTER] was seeking to create a romantic effect. Still, as is so often the case in his work, the dividing line between a religious subject and a product of the artist's fancy, with no particular subject intended, is a fine one. The young woma",REMBRANDT Harmenszoon van Rijn,2102
18347-1412grec.jpg,"This painting was identified for long time as a self-portrait and as such it became one of [PAINTER] most famous portraits. However, lacking certified portraits of the artist, the identification is only a plausible hypothesis based on the resemblance of the sitter to other figures in [PAINTER] paintings that have also been thought to record the artist's features. There are several assumed self-portraits of the artist included in his compositions from the early Healing of the Blind to the Burial of Count O","GRECO, El",878
16003-01view.jpg,The picture shows the decoration on the north wall (to the right from the entrance),GIOTTO di Bondone,83
41381-08scene1.jpg,"The ""Babylonian exile"" of the popes (1309-1376) transformed the previously somewhat insignificant city of Avignon into the most magnificent residence in Europe. A huge papal palace was built which was decorated by artists from Italy and specifically Siena, with none less than Simone Martini at their head. The surviving murals convey a unique impression of a court of the day The preference for motifs taken from the animal and plant kingdoms reaches its high point in the pope's favourite relaxation room, the ","UNKNOWN MASTER, Italian",1654
39786-11medici.jpg,"Ippolito dei Medici (1511-1535) was the natural son of Giuliano, Duke of Nemours. While still a baby, he was given into the care of his uncle, Pope Leo X (Giovanni Medici). The pope's cousin, who succeeded him to become Pope Clement VII, made Ippolito a cardinal in 1529. His unusual attire is a reference to the part he played in the defence of Hungary against the Turks, shortly before this portrait was created",TIZIANO Vecellio,413
10166-59religi.jpg,"This refined small panel was executed likely for an elite individual of the Saxon court, in which [PAINTER] served from 1504 until his death in 1553. The theme must have found favour in the Saxon court as in 1535 [PAINTER] returned to it in a panel with various compositional modifications. The source of inspiration for the subject can be found in numerous Italian Renaissance paintings.The panel is signed lower left with artist's device of a winged serpent with elevated wings and dated 1534","CRANACH, Lucas the Elder",490
33450-14oldtes.jpg,"Catalogue number: Bredius 511.The subject is taken from the First Book of Samuel (20: 35-42). David was close friends with the son of King Saul, Prince Jonathan, who gave him valuable presents of clothes and weapons. Saul, who suspected David of pretensions to the royal throne, sought to kill him, but when Jonathan learned of his father's intention, he warned his friend of the danger and advised him to run away. The painting represents David embracing Jonathan",REMBRANDT Harmenszoon van Rijn,464
18198-0204grec.jpg,"Small portable altarpiece with hinged wings, painted on both sides, of a type similar in form to others produced in Crete in the sixteenth century, but with an Italian Renaissance frame. The subjects on the front, from left to right, are the Adoration of the Shepherds, the Allegory of a Christian Knight, and the Baptism; and on the back, the Annunciation, Mount Sinai, and Adam and Eve.The theme of Mount Sinai, on the back of the central panel, was of Cretan origin, and faithfully repeats a traditional Byzan","GRECO, El",1108
17134-arles56.jpg,"Catalogue numbers: F 495, JH 1626.Van Gogh sold his first painting in Brussels. The Red Vineyard, done in Arles, went to Anna Boch (sister of his Acquaintance Eugène Boch) for 400 francs. It was to be his only sale during his lifetime. This fact should not be over emphasized, after all, Vincent was so willing to give his paintings as presents that many would-be purchasers never needed to part with a penny","GOGH, Vincent van",408
